loss,val_loss,lr
7.866263331379741e-06,1.1857662684633397e-05,2.43e-06
7.949204700707924e-06,1.1843923857668415e-05,2.43e-06
7.804730557836592e-06,1.1804479981947225e-05,2.43e-06
7.864618964958936e-06,1.1823111890407745e-05,2.43e-06
7.78820594860008e-06,1.1843774700537324e-05,2.43e-06
7.728723176114727e-06,1.1892702787008602e-05,2.43e-06
7.512211595894769e-06,1.1929232641705312e-05,2.43e-06
7.663623364351224e-06,1.1873471521539614e-05,2.43e-06
7.48051979826414e-06,1.1859869118779898e-05,2.43e-06
7.713066224823706e-06,1.1860214726766571e-05,2.43e-06
7.798013939463999e-06,1.1877754332090262e-05,2.43e-06
7.542103048763238e-06,1.187001726066228e-05,7.29e-07
7.730319339316338e-06,1.1868638466694392e-05,7.29e-07
7.564887255284702e-06,1.1864075531775597e-05,7.29e-07
7.555873253295431e-06,1.186322515422944e-05,7.29e-07
7.688948244322091e-06,1.1868653928104322e-05,7.29e-07
7.520049621234648e-06,1.1869121408381034e-05,7.29e-07
7.646494850632735e-06,1.1856181117764208e-05,7.29e-07
7.56396275392035e-06,1.1847138921439182e-05,7.29e-07
7.513362106692512e-06,1.1846929737657774e-05,7.29e-07
7.664060831302777e-06,1.1857565368700307e-05,7.29e-07
7.698384251852985e-06,1.186025474453345e-05,7.29e-07
7.677155736018904e-06,1.1860038284794427e-05,7.29e-07
7.672671927139163e-06,1.1869262380059808e-05,7.29e-07
7.555108822998591e-06,1.1864406587847043e-05,7.29e-07
7.527528396167327e-06,1.1868794899783097e-05,7.29e-07
7.609586646140087e-06,1.1865007763844915e-05,7.29e-07
7.574898972961819e-06,1.1863804502354469e-05,7.29e-07
7.638811439392157e-06,1.1856998753501102e-05,7.29e-07
7.441965863108635e-06,1.1861407074320596e-05,7.29e-07
7.748632015136536e-06,1.1846505913126748e-05,7.29e-07
7.766712769807782e-06,1.185486871690955e-05,7.29e-07
7.600307071697898e-06,1.1881897080456838e-05,7.29e-07
7.929644198156893e-06,1.1887025721080136e-05,7.29e-07
7.5437346822582185e-06,1.1890102541656233e-05,7.29e-07
7.84667190600885e-06,1.188168789667543e-05,7.29e-07
7.798820661264472e-06,1.1868060937558766e-05,7.29e-07
7.3496289587637875e-06,1.1856018318212591e-05,7.29e-07
7.902420293248724e-06,1.1871625247295015e-05,7.29e-07
7.581424142699689e-06,1.1869004993059207e-05,7.29e-07
7.913254194136243e-06,1.1856552191602532e-05,7.29e-07
7.68060635891743e-06,1.1855636330437846e-05,2.1870001e-07
7.712645128776785e-06,1.1865731721627526e-05,2.1870001e-07
7.622717930644285e-06,1.1868056390085258e-05,2.1870001e-07
7.463462225132389e-06,1.1866347449540626e-05,2.1870001e-07
7.817535333742853e-06,1.1867595276271459e-05,2.1870001e-07
7.878569704189431e-06,1.1870653906953521e-05,2.1870001e-07
7.706126780249178e-06,1.1872411050717346e-05,2.1870001e-07
7.94868992670672e-06,1.1871844435518142e-05,2.1870001e-07
7.74300133343786e-06,1.187074030895019e-05,2.1870001e-07
7.4538315857353155e-06,1.1867227840411942e-05,2.1870001e-07
7.852548151277006e-06,1.1868803085235413e-05,2.1870001e-07
7.955790351843461e-06,1.1870003618241753e-05,2.1870001e-07
7.564481165900361e-06,1.1873143193952274e-05,2.1870001e-07
7.616936727572465e-06,1.187361340271309e-05,2.1870001e-07
7.51821426092647e-06,1.1867838111356832e-05,2.1870001e-07
7.834968528186437e-06,1.186578992928844e-05,2.1870001e-07
7.578447821288137e-06,1.186777535622241e-05,2.1870001e-07
7.859572178858798e-06,1.186699591926299e-05,2.1870001e-07
7.71530994825298e-06,1.1859411642944906e-05,2.1870001e-07
7.732339327048976e-06,1.1859965525218286e-05,2.1870001e-07
7.82053939474281e-06,1.1860427548526786e-05,2.1870001e-07
7.590531822643243e-06,1.1861685379699338e-05,2.1870001e-07
7.671148523513693e-06,1.1856791388709098e-05,2.1870001e-07
7.586532774439547e-06,1.1854610420414247e-05,2.1870001e-07
7.475713573512621e-06,1.1857821846206207e-05,2.1870001e-07
